treatment,exposure,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,visit,conversion
0,0,9.041722977906677,43.28705085991568,75.84507749765783,-0.12743440432515976,2,6.786118225136969,2,4.489389321076803,145.38930477399367,370.39298071251693,48.463101591331224,1159.9908638046234,1,1
0,0,5.8455505630235045,34.34149635239183,79.99024598877233,0.1336462785947111,7,22.37208566474172,3,10.973834035094903,2386.1888817493864,7393.320051663441,298.2736102186733,19.845256854276133,1,1
0,0,0.8680386799787934,49.987085809541135,51.18894822707575,0.03731716356192017,5,16.09733309131474,3,9.951071316962985,13.74176662297899,41.2943246043623,2.290294437163165,18.375464807646846,1,1
0,0,72.00730915555465,12.831082352670364,76.01123381912399,-0.06033002763882266,4,11.395661810273921,2,8.630870972802851,80.27104082730476,224.80436394952497,16.054208165460953,3.106461102501024,1,1
0,0,0.24771383500724412,53.589574833188145,62.41165561574613,0.30856095940109596,4,11.549271091475038,3,9.627780491215088,34.70886299532947,97.35159102552358,6.941772599065894,21.747872286360817,1,1
0,0,39.963521311376546,59.9453036591207,60.78725781773503,-0.20625056584997778,3,8.963788552408666,3,6.864687802391803,19.64657860983382,68.74288734009522,4.911644652458455,860.5827323183885,1,1
1,1,4.951471600531859,284.8398256746599,28.91930487314765,-0.11311978013188789,5,15.697445237597465,4,10.61579203049128,99.61494058809738,343.39709167811026,16.60249009801623,13.436237990727808,1,1
0,0,72.99093647016318,15.544479307595891,75.23013636310858,-0.42150794022396953,5,14.671854792233718,4,11.249763988618113,6.394446649445477,19.40863072388204,1.065741108240913,223.19163824795714,1,1
0,0,66.99063462308186,74.78924483838293,95.9207642696413,-0.1424552710535074,8,22.17344917473047,4,15.04208176318106,35.21853456194654,91.99556677940244,3.913170506882949,83.0456811082846,1,1
0,0,31.83092521784918,145.18156687624,73.04619165254418,0.2888997882981847,7,23.582853131553644,3,11.128384240318393,55.15718304604701,174.63566964294304,6.894647880755876,20.174823162127257,1,1
0,0,33.4636739060634,254.99293855413225,93.86378006363431,-0.034593249460070113,3,8.338061853841857,1,6.467743140073396,128.3129420434366,420.31644300607365,32.07823551085915,117.45490085029901,1,1
0,0,0.16060338376515965,17.77855290186133,63.70068535068321,-0.18514583148142927,1,3.1241026029045407,2,2.070342089631363,25.010621793501677,72.42875283306876,12.505310896750839,276.86658826900674,1,1
0,0,125.73537801066219,279.57567914704225,80.12764454671701,-0.5629874111436671,2,6.421801133866326,4,4.673494969399384,35.33463105584659,101.31358223290607,11.778210351948864,5786.818142903642,1,1
0,0,63.07089218648508,64.9771395104929,88.97443987757782,-0.46048695818272184,6,18.740543612229917,3,10.082683934995849,595.5945458993772,1506.791614365207,85.08493512848246,83.36770982644015,1,1
1,1,67.644213435951,65.41221052030426,85.87742213170581,-0.40742517307496834,8,26.01834027776889,3,19.730306127885232,9.459735953588128,31.845641687765305,1.0510817726209032,56.85386216157228,1,1
1,1,32.29770529204713,28.063315431746165,59.536227968219954,0.014611399178823422,7,18.910912521438085,3,16.572581961606893,97.57465252262662,272.2510744192185,12.196831565328328,7043.752520161121,1,1
1,1,12.683843894439462,87.99185716536958,77.3873344690214,0.539365390203375,4,11.570158356719226,1,9.270819236242977,78.29768840691916,262.85701177342264,15.659537681383833,22.493002113059216,1,1
0,0,67.23021104787945,280.4036236035962,81.60065751404008,0.18528188079217803,8,24.46550610083382,5,15.566680055734645,80.4190268231835,276.7633494359723,8.935447424798166,187.31130803178115,1,1
0,0,10.338873392440885,86.67396555930146,86.60561698827998,-0.03826533629283246,3,10.112660299234925,2,5.487945192362323,40.56833453183698,118.81778081193607,10.142083632959245,32.44148032419282,1,1
0,0,24.814866532829225,39.5003919831626,48.47334522613361,0.2338558323726648,5,17.33977154404249,2,11.743579195270053,5.078592891588811,13.691496331880003,0.8464321485981352,2.219445977703979,1,1
0,0,3.1518492212245715,47.204472650794884,66.60563151583764,-0.15717742264614137,6,20.157653558068347,6,11.356937261585703,350.8652390245925,1054.7977233701006,50.123605574941784,803.4299233325526,1,1
0,0,76.51433308713898,49.232624011917565,60.125243261484094,-0.8453996116646215,3,7.874656723322359,1,6.0880293995315355,15.14786491193934,46.70373694636666,3.786966227984835,12.269003518621881,1,1
0,0,4.551575172157215,231.25616340935628,67.70138261059077,0.21755575262319007,2,5.0575891213580215,5,3.638552219995981,21.34586342889932,55.76104099923802,7.115287809633107,235.0535282383041,1,1
0,0,7.6427731379020365,266.50135938387183,77.07854190416595,0.27181689118171765,6,16.695977123643654,4,12.710592534229132,10.041101668525913,31.809221461845343,1.434443095503702,2305.516426910112,1,1
1,1,24.50246904463457,19.67871090629491,95.36910758045425,-0.34756464278481286,3,8.72174098888903,2,6.42508899223533,169.51197406409844,576.5906913718986,42.37799351602461,133.02498872075537,1,1
0,0,43.32952860963226,30.26163255276123,60.72988654402822,0.030736888927517778,4,10.499980541306433,4,6.083086389451178,21.169307266511943,69.85075980435693,4.233861453302389,15.035227195527106,1,1
0,0,28.976351761253632,33.881474508820276,82.21247791569245,0.31851778025536825,3,9.538477013948079,4,4.92722869322758,494.5918012105436,1687.7800132604384,123.6479503026359,76.02672534235444,1,1
0,0,7.924197799893636,51.83956001233102,82.25686208066033,-0.4161543752225903,6,20.40349634387254,1,12.90137621757394,51.328060941271694,153.09941204886934,7.332580134467385,62.6696856446396,1,1
0,0,0.02830462415552878,301.4844799552018,80.81170650811757,0.36628861558823594,4,11.597381221746556,4,9.36991356487745,125.30990292568191,397.90548680643957,25.061980585136382,110.64953659401444,1,1
0,0,42.459410992942196,276.65500844046306,19.526949722386615,0.263484172307138,8,27.912717987428493,2,18.84034272501906,43.17078377353583,129.8695398579588,4.796753752615093,212.2118132150511,1,1
0,0,126.40869644264568,82.91693471200848,76.07408520515318,0.3811502385198145,5,13.960687647153499,3,8.883147009904935,94.38073543088402,246.63005754668754,15.730122571814002,33.65675506196721,0,0
1,1,49.80822149360883,57.49462688021983,44.50084569913707,0.6167803698759188,3,8.712368594804147,6,6.936514984142867,115.14138511200382,338.64716568070423,28.785346278000954,454.1670380375774,1,1
1,1,18.497065165795796,9.286614534836062,97.38224159255007,-0.25300383510022006,3,7.665584531746807,1,5.370294858155112,30.82472461152078,84.01381603745764,7.706181152880195,107.80564415890973,1,1
1,1,70.22956983326819,97.38658916234924,85.66287362236015,0.24906881835517206,6,19.266740649616537,3,12.593394404463563,19.903554693740297,63.839750535698336,2.843364956248614,6.719107941868721,0,0
1,1,15.821237827501559,89.22670830692633,90.23082450613504,-0.3745654892702,4,10.052518142335218,3,7.098163024542286,23.84307849063929,70.68056997932614,4.768615698127858,286.8884112993603,1,1
0,0,22.32905143684233,27.011751869830675,76.47319228280553,-0.18367337441108503,4,11.719670177274098,4,9.042858497594118,6.066902904708775,16.500808592712342,1.213380580941755,1206.658616828515,1,1
1,1,19.45265900759494,112.80666323417658,53.288574787266974,0.5756977583020967,4,10.905006523061092,3,9.808641651993131,11.268458627251547,32.127522787789175,2.2536917254503095,702.0252177603921,1,1
0,0,17.805782239415624,161.6699544521242,49.1960290692273,0.2265679322557992,4,12.519848849631355,0,9.841752455242203,2.046637163861287,6.378873292231618,0.40932743277225736,1468.5574903160682,1,1
0,0,44.77509299837299,26.651576819332444,50.746502137777895,-0.18736493568807325,8,21.71721418729669,3,12.83786460296204,156.69740817513656,482.33241116292857,17.41082313057073,1.3742149344448154,1,1
0,0,22.4451432498045,54.35019220637818,94.21231162258512,-0.2706485622657952,4,12.236130870726866,0,9.6917218050245,191.16342928828874,482.0998152903774,38.23268585765775,409.5987279566556,1,1
0,0,11.425390060618763,155.95707421095625,66.52227718702633,-0.00380323645834187,1,2.582926304718784,5,2.17616070354228,87.27482641361235,238.6151876804781,43.63741320680617,1409.333846757776,1,1
0,0,8.958576674929084,44.94551980009034,65.3015265926711,-0.22949791415479773,8,20.624187400246562,5,14.314483115725599,16.8594100414336,56.48668359706159,1.873267782381511,531.3004844456833,1,1
0,0,1.1543459559490363,52.37779786404977,62.549234634720165,-0.5325297995418405,8,27.088775690745962,6,16.588647941818877,33.23246072139363,109.15234424419491,3.692495635710403,6004.0435277919505,1,0
1,1,26.25411542532435,55.416591126115435,58.625405247692164,-0.03777976454578512,6,19.706385009619815,2,10.156674572497025,73.63410108340614,217.2091440141785,10.519157297629448,35.96836883783473,1,1
0,0,7.839439665632349,116.69616213798774,79.96854863049404,-0.39254343484942517,4,13.870379746402495,0,9.815887563988074,35.75201391774542,94.65491262445458,7.150402783549085,4058.2100793612954,1,1
0,0,4.809778499189689,177.70058600841475,91.0181251561336,-0.16084157189415108,4,10.910089451628874,3,8.874514524812879,82.72728310748776,288.5018537655529,16.545456621497554,111.72336369781934,1,1
0,0,31.824755718435384,244.47295756728593,68.58066670002597,0.5262028875450091,9,25.13248355787676,5,21.800973718308573,209.4401289531863,692.0095632567826,20.94401289531863,7.643474275191989,0,0
0,0,34.2966111623562,168.7783011884694,74.2700934571307,-0.13975753765642002,5,17.49119391404072,2,7.8128582889310705,117.03051899915232,365.0075364293982,19.50508649985872,40.30281543690367,1,1
1,1,41.84853880483723,82.25351098419686,45.53286653527972,-0.43619641626651634,7,22.260032423111973,7,16.451675640684286,936.7960220441624,2653.9761564450714,117.0995027555203,421.7177534771622,1,1
0,0,21.009800529193477,132.03267403944028,76.08824518845478,0.1983062191720724,5,14.008650818576005,1,10.02412602706426,48.365515945676535,153.50460697351681,8.060919324279423,321.62174312612933,1,1
1,1,67.34494383104779,24.79523779724884,80.37059680777998,0.041991671400516795,4,11.030939001288871,2,6.646294369141755,216.18151361223974,646.8371453480553,43.236302722447945,10.7174504594244,1,1
1,1,82.62726329055353,327.7720823558279,94.45201665705724,0.30236331892504725,2,6.682882341565471,2,3.091093929017891,24.624981175316105,73.86460489914717,8.208327058438702,202.22080820128866,1,1
0,0,49.40966721792424,41.1164819448955,81.57872442275259,-0.0004328190802360069,5,14.500705170391106,2,10.001366442548608,39.380197319718214,122.98091102405242,6.563366219953036,48.591646476601866,0,0
0,0,30.28455680524017,124.94383702952115,91.95548722782846,0.011241198839591167,3,7.622529083889966,4,7.498168670312176,182.08227222087595,564.0394882580034,45.52056805521899,18.316696332780413,1,1
1,1,10.860143107496402,92.88268037014774,82.21000969698254,0.09229303475770669,4,11.449414233002404,2,8.621219154043427,99.99859831732688,303.98934542303897,19.999719663465378,67.89996092058757,1,1
1,1,122.13921802245979,22.214484497904763,91.45330099901527,0.37255787951921765,4,10.708958241842938,9,6.652680281218212,144.3887861284477,440.1419438699094,28.87775722568954,7.163725945544192,0,0
1,1,9.611785195925444,41.33074149247778,88.640852187326,-0.3316822923377701,4,10.374437823095558,5,6.103806513014437,55.0183158467494,192.0169656983114,11.003663169349881,43.47248304458708,1,1
1,1,6.794106932114994,185.90090529614264,75.34405244018964,0.31873777291066535,3,10.159268921497407,4,5.8777530953985,3.66566808923125,12.237627764769568,0.9164170223078125,580.3062204814668,1,1
0,0,17.510176329896467,74.04006572471228,79.80312791342067,0.05529348290683357,4,12.77912439658307,2,8.919336445878882,6.317444416642821,21.00962686440871,1.2634888833285642,658.9751464697252,1,1
0,0,1.7555983375837105,35.17765529645754,71.93572150494006,0.238455120983526,4,12.683049492833902,3,7.321134029840104,49.523112372212665,129.10170748121175,9.904622474442533,517.5112942357305,1,1
0,0,115.18334759576727,65.25071279315829,49.396170741049914,-0.3695438554695945,4,12.402489820676744,2,6.284063275735257,17.914985640850688,62.28694734175311,3.5829971281701374,1320.7100591593648,1,0
1,1,26.633544153318308,35.16336857606673,79.05132519346633,-0.23883092519974564,8,25.753201185971648,3,15.016222778009267,15.908294485830519,52.29340212154705,1.767588276203391,421.61425353992206,1,1
0,0,24.42232108670039,51.89841319182812,49.73994536210429,-0.49818542497495205,2,6.895216992221165,3,3.9322283087259535,4.354806573756704,12.903881761149078,1.4516021912522348,2017.811424450336,1,1
0,0,31.99564761905405,17.06400242572526,70.25710346891313,-0.20371199560337167,4,10.270868122972411,1,8.249461267734347,51.40335195416386,140.54747846942126,10.280670390832771,75.99394569533625,1,1
0,0,20.616363703834132,82.21725321570514,70.01862300592997,-0.056434606066463555,4,10.141508466423184,4,7.717837615158514,16.955120954488414,50.19465582250766,3.391024190897683,251.89915741446478,1,1
0,0,0.9776643207492818,92.19485956814604,87.79697192182593,-0.38967672047764074,6,18.367486437936286,2,9.655244026090752,34.7853937761033,90.3737112953581,4.969341968014757,334.4718148865309,1,1
0,0,28.42657656576461,52.61252876073187,57.73797210020618,-0.20919468991316859,7,20.34367362156066,3,11.269088004691383,134.27869156699907,396.25977334678515,16.784836445874884,8870.720507589134,1,1
1,1,37.78180413367269,185.2664569400343,68.26395814174664,0.08953216644790911,4,10.329671965357868,4,7.76100876041861,73.56817614667615,219.99725388335224,14.71363522933523,197.2142363747001,1,1
0,0,16.174132724791335,55.29540136462745,63.85665824554593,0.3008052295031019,5,17.27903991471713,5,7.843037215082333,930.1156605243212,2493.8924772424893,155.01927675405355,103.5606251001984,1,1
1,1,42.47732765888237,74.00025683681142,80.61218920927048,-0.02753318242593274,6,19.5964306142644,2,11.060745147933945,54.93011327768649,190.942484526675,7.847159039669498,1627.3515642509828,1,1
0,0,7.724337338989421,49.8880184636112,63.089424342619246,0.036927693613683005,8,23.890435442920456,1,13.77795383092352,8.501277121410247,27.50456484201705,0.9445863468233608,5.387875856923038,1,1
0,0,7.502980658844969,59.8773298924596,55.41977008636367,-0.0687163398769454,6,20.73024485709706,4,9.608460377780474,11.66134590731776,31.050923975102847,1.6659065581882513,21.54612294525632,1,1
1,1,5.281251049507259,136.13081829045183,91.67301670612514,-0.19696067792076535,3,9.809231631107142,3,5.435439077676186,178.32252469996467,520.815968397929,44.58063117499117,6.830709848532672,1,1
1,1,13.956203047919328,25.61197060069955,79.22620066418511,-0.10157114944835723,5,12.88368075061877,3,11.671403470264572,264.9527377815472,751.2549935475618,44.15878963025787,9.288569993796951,1,1
0,0,56.32188070072562,111.99486653505085,76.18871466509756,-0.0882483420819418,3,9.493385649000942,3,6.761918131580896,37.10134820180963,100.33734821197355,9.275337050452407,64.96070446950809,1,1
1,1,52.792489987371056,44.64350051649492,60.15232966725195,0.2062182939996651,1,2.9719720066251654,3,1.824745227277396,145.5140801415435,443.9334433399174,72.75704007077175,4.543933147875946,1,1
0,0,14.478041444923303,26.772073048067274,77.9430931856017,0.2793968861835618,6,18.550481887462634,4,9.929821251606793,58.06892332348823,162.98383772764117,8.295560474784033,1711.271091642842,1,1
0,0,26.683530046597188,61.53660325066681,71.61536969501235,0.004499495689370733,1,2.74062754229302,1,1.7962391489184495,8.270086438939721,26.888285036267117,4.1350432194698605,21.342431662948194,1,1
0,0,38.276560496940334,124.02161398922222,57.31962567885793,-0.20840810672236917,8,23.73517567357451,0,17.737174224497835,595.1547867818309,1874.0420061212228,66.12830964242566,57.01205882206712,1,1
0,0,8.280779071270336,60.395562412028966,79.06786781339878,-0.6452696097553409,3,8.48670405371158,3,5.553823735420399,31.16694201574093,98.06397585740969,7.791735503935232,188.45060554522107,1,1
0,0,5.522772807990488,36.4679812788269,86.06680084482994,-0.2917174005634066,3,8.829941215532033,3,6.052677150356526,11.842076231556437,41.2138845606236,2.960519057889109,34.905039863119704,1,1
0,0,107.36954964012384,270.11690398810464,96.07514455316468,0.08932066413100213,5,13.019573069600401,4,12.318213587323799,43.8406707213565,134.5115776534269,7.306778453559417,322.22755103742355,1,1
0,0,28.835294261969054,101.22983404732469,89.96535560386353,-0.1160367333550748,5,13.14355997847634,1,10.17992337396624,46.91986232688793,148.813622017086,7.819977054481321,0.5836913281867379,1,1
0,0,119.56317946712825,84.55252011499924,54.726430701916485,-0.07617631224063784,4,11.833416697453194,8,7.326677085811282,109.24322617365884,370.7864175676318,21.84864523473177,4207.542631327385,0,0
0,0,12.363635743892754,121.38142277763195,42.47115106167764,-0.47430516350854385,2,5.484496765187495,7,3.0024283495703226,133.45048645769526,407.60474876540894,44.48349548589842,619.5754448032455,1,1
1,1,36.423896393866265,130.90687206040568,80.18863345491815,-0.10623517620913316,9,24.947679397860323,1,17.586309137862894,64.83030957137315,203.99290478867522,6.483030957137315,6083.352897936352,1,1
0,0,7.5541481520018525,54.677930514451745,95.87712005401312,0.22272766421218404,8,25.169027265676498,3,17.66520382882065,171.89529184855056,591.0197679796639,19.099476872061175,1612.5916533614202,1,1
0,0,9.08184787452746,149.60209948286223,79.37079927144894,-0.5391358339305348,6,15.078286045573845,1,11.101053362673689,26.37816181513144,72.68955963290192,3.7683088307330626,142.65474439484134,1,1
1,1,21.517179662156828,21.250216003027706,71.9814415814516,-1.0,6,17.75521453378958,4,11.668130139874545,28.754903845258685,88.6629798107631,4.107843406465526,46.16351081857261,1,1
0,0,11.55303174911726,126.7759153671143,67.58471276784958,-0.3899724953678923,6,18.43717202847366,2,13.650558011119932,8.864774109391282,28.67364927597858,1.2663963013416117,523.4128745466548,1,1
0,0,5.504042712636398,57.66926184009559,44.27197994439277,0.0626456055805225,3,8.540116665970363,2,7.134700966158017,9.023419928160987,24.923534545860786,2.2558549820402467,284.03238530268356,1,1
0,0,9.150165904068443,189.34643119522292,86.63048206077065,-0.28652487086875034,5,15.153936841728362,3,11.675482372255795,1.5440447906849628,4.5770497465720705,0.2573407984474938,2991.953697891928,1,1
0,0,1.0920905050546383,54.35308203756507,88.09216403945007,0.22921050075779842,7,23.2993417690732,3,13.503248598091556,8.253987540215828,22.083008638143088,1.0317484425269785,50000.0,1,1
1,1,36.56484010130255,165.98324155454796,53.98403291079726,0.28449595363231994,3,8.82669541978261,4,5.397997203483217,103.08453469296785,308.09102561908514,25.771133673241962,50000.0,1,1
1,1,20.32510493123221,103.6412989366805,59.34946826040254,-0.4312293583220456,9,26.87327502496281,4,18.571678091527833,158.50609680244636,534.2399103420142,15.850609680244636,16.95382958994189,1,1
0,0,2.9695288244634663,145.29610831920374,78.89156050504896,0.2528306586173331,7,23.512231618584178,4,13.326572109083292,184.40634625222233,568.269251263151,23.050793281527792,274.8425579960817,1,1
1,1,5.651178580680991,86.01331844706152,95.08003382313161,0.2738135423793561,5,14.790099960968872,6,8.133716683397378,78.63842478713698,226.85256572399885,13.106404131189498,828.6482583989296,1,1
1,1,3.245419258108158,14.571734751787629,79.1521162059241,0.047827902420824735,8,27.54720888001639,4,16.051221507359983,53.22462612076068,171.2192953502775,5.9138473467511865,722.3013974789454,1,1
0,0,28.44836892308284,179.8724217988437,48.80801770266734,-0.07831455412893328,3,10.201729377566826,2,5.571646118943426,1955.3916865968777,6258.441725129651,488.8479216492194,28.294033672565106,0,0
1,1,2.9684456795117242,188.09528966408277,85.30093856918668,0.31698263251966785,7,17.759456993959287,2,12.124895305811325,290.68683529906957,890.512955091269,36.335854412383696,17.099167247887813,1,1
0,0,42.10716292264325,62.37231162539574,49.5530607851954,0.49080030148906845,9,24.13539968895364,3,15.327897584443297,155.87993305054584,482.104133924011,15.587993305054585,1.0559279352282616,1,1
1,1,0.6217256853306926,46.09682441760831,64.44623460890743,-0.024695509401798644,4,11.98063438535433,4,9.005400544918519,327.7481845733883,1116.5105914721319,65.54963691467766,107.93269336968652,1,1
1,1,8.605504078044227,153.94973648859397,86.15025763586243,0.07527173554117247,3,7.901552989832445,1,6.133379436163391,11.069654606176123,37.121900391043376,2.7674136515440306,218.81460976664778,1,1
0,0,66.4006213092992,102.33877446573389,45.317912053479944,0.21494332319140277,5,16.87390262779322,3,11.616480885519797,74.66311393577158,187.76109901148402,12.443852322628596,19.663014008844698,1,1
0,0,38.03202276067017,72.07458752473639,82.52221751148389,0.5373625312842557,9,26.502025871505648,2,22.46636543097008,3.5141917675669196,9.799362454319457,0.351419176756692,210.9957862425837,1,1
0,0,2.273026595581076,117.05544041974147,63.27523439361795,0.38763709483384606,2,5.322434683881104,2,4.877620656778502,981.8096463589957,3266.007902196734,327.2698821196652,148.9353273355697,1,1
0,0,51.632226472342126,62.2015194501578,72.03544569039441,-0.150676327825327,7,22.248354859747312,2,12.150731748962087,36.25200177033442,114.86888517140603,4.531500221291802,512.2500057730281,1,1
1,1,20.379406531358953,186.20629744327192,72.79212063896577,0.37837202953757687,3,9.600946968658446,0,7.018268141921993,23.997829908290697,71.03869538417891,5.999457477072674,154.5085585109861,1,1
1,1,56.27700717291146,66.37953618108766,64.61456094415907,-0.6258346995424692,4,12.044180940308962,2,8.269189477879038,37.58358947327975,113.23410705076412,7.51671789465595,6419.646048005647,1,1
0,0,27.544256409560166,153.95395316421195,50.769731323864356,0.15941387568797474,7,18.521346023849745,4,15.15808523703157,343.64941154399605,957.8786180593531,42.95617644299951,3416.6703772573665,1,1
0,0,34.35536932486348,85.89657188254398,78.56412415490328,0.8532067494332763,1,3.31281792139424,5,2.274256480394317,10.424817060771836,32.81523354137096,5.212408530385918,107.63890965659753,1,1
0,0,151.08579575333837,107.4813816387203,77.82328805808295,-0.3766996829639137,7,23.734692149112387,1,11.329088561158683,29.343511088079218,94.02831668917645,3.6679388860099023,156.31633657906855,1,1
0,0,7.932076501864097,264.45398708650987,86.1915743663041,-0.04830090804717991,2,6.843526801973107,3,3.8980602025073994,8.242101273372114,23.370726505504038,2.747367091124038,25.298807146731747,1,1
0,0,29.340641942765668,55.831928006134625,61.58407532578699,-0.14808576473389579,2,5.429488206960148,5,3.616377742304185,62.28601890027526,161.00712656761465,20.762006300091752,783.1541039032915,1,1
0,0,18.503444501364783,146.8245499148902,92.7836464092918,-0.10193187889973954,7,21.692235041279904,2,16.591641582541676,59.94257072757273,153.81935920757408,7.492821340946591,8999.532318983314,1,1
1,1,1.2075382511822568,224.4174043583186,88.95367981686,0.2842164841347793,8,25.61133096554522,1,14.874024954219664,130.59769450483256,342.3765392396601,14.510854944981396,2690.6376908069687,0,0
0,0,0.43729087122905036,143.0443404625092,41.1288675708702,0.2600133730948021,5,12.889204246814545,3,12.375453943956277,68.49966638941628,207.78288127465174,11.416611064902712,0.6668322021739419,1,1
0,0,3.8087141819196986,193.56728455866937,64.52777654247379,0.20358112878589352,7,21.418732584727998,4,11.921273596783182,20.096063941789414,70.15429334015043,2.5120079927236767,90.44071801051788,1,1
1,1,31.416913762044253,92.83110789104579,70.9009339548553,0.06752627248405955,6,15.288423698589884,4,12.315914825489646,104.83276077095563,366.1599162041179,14.97610868156509,20.63218485731213,1,1
0,0,25.121828051399692,137.49144624988514,59.15297918318393,0.23141118992905735,3,9.909640176808184,4,6.4376169699749255,27.31129856596651,72.08904677417155,6.8278246414916275,116.03961856945837,1,1
1,1,24.18474400068056,165.41362259374773,77.39087682040294,-0.16942641708969797,4,13.533201398460799,3,8.678122931678478,263.4816570988403,860.1609422566667,52.69633141976806,68.21742056689426,1,1
1,1,0.9712569017295577,84.49120978339535,77.68570750477475,0.18094405599692417,5,15.663019264418432,4,8.815450736020198,277.7959039066248,948.1597108144383,46.2993173177708,56.6339445762124,1,1
0,0,19.00692105649871,40.990796734114674,62.47952713776157,0.1561564348977148,6,20.56423038211504,3,11.800238606999029,51.88151182024099,131.4588352655559,7.411644545748713,73.64019524528544,1,1
0,0,77.55752021022886,34.91576285533969,70.40086503741446,-0.20972812605947622,2,5.544513121366064,0,3.012698260187737,80.85276703102258,230.2910190124279,26.950922343674193,22.228144616829347,1,0
0,0,15.204603162817737,244.78920536602678,98.03694419757203,-0.013947106847353648,2,6.415410130671545,2,4.0237004913049255,2.8124195960755554,9.793793808730564,0.9374731986918518,139.55336329039275,1,1
0,0,29.418675814506198,218.34017376189334,55.136558899367984,0.027892250201384822,2,5.354354371864957,2,3.491069350476553,81.16937939192198,210.52498017241126,27.056459797307326,1721.1546215852136,1,1
0,0,45.39911611153529,47.03736874180986,81.87585355332646,-0.03988484106716034,3,7.698304991372831,2,7.408737158593076,108.914430831594,314.8882375429416,27.2286077078985,497.8207431976021,1,1
0,0,45.963930036577665,193.50572276390275,81.13482826676344,-0.15265121235711185,5,14.622750617704385,2,7.784010343236561,87.18115485449903,220.48590627317577,14.530192475749837,5.208425697598622,1,1
