customer_id,treatment,age,gender,tenure_months,account_balance,transaction_count_30d,transaction_count_90d,avg_transaction_value,last_login_days,products_owned,mobile_banking_logins,support_tickets_90d,payment_failures,credit_score,satisfaction_score,churned
CUST000020,1,39,F,20,1220.119106306948,5,15.549157808661125,178.55982371002628,4,2,10,2,0,804,56.351248005587365,0
CUST000021,1,45,M,47,45248.49819998633,7,22.623571174471905,13.057199578453252,26,2,6,0,0,781,56.237588280681926,0
CUST000022,0,76,M,17,785.8366965651046,5,16.77768117476712,109.1494408225157,35,3,7,0,0,688,84.6735843083664,0
CUST000023,1,62,F,25,273.0359724280639,4,10.920929811836482,25.760905824537556,14,1,13,0,1,700,92.46625994019882,1
CUST000024,0,41,F,13,385248.91417271545,8,27.715993481146292,55.14933184614322,19,1,7,5,0,728,85.48959429074765,0
CUST000025,1,19,F,24,157.11686387494032,5,15.37600983441385,19.23089366040534,1,4,4,0,0,630,92.64635774801997,0
CUST000026,0,48,F,49,37.39340846758104,10,30.746173643245104,58.60843066130339,4,2,14,0,0,670,64.92646860291471,0
CUST000027,1,52,M,25,1688.7084516305895,4,11.488587065001743,11.550919631825531,74,1,9,2,0,661,72.26414964648194,0
CUST000028,1,57,F,62,12813.816155097607,7,18.414852741878168,12.605249221875697,2,1,15,1,0,654,74.63908433168527,0
CUST000029,0,30,F,28,15599.368962912937,7,18.4753744826785,22.382451976447832,0,2,12,1,0,716,69.57761088161286,0
CUST000030,0,22,F,10,984.084569530556,8,22.57722469144488,58.62683298864969,7,4,9,0,0,710,57.2225468682103,0
CUST000031,0,42,F,23,2396.66375688091,7,21.78208197703387,107.88252760349076,46,1,10,5,0,698,87.15690681791577,0
CUST000032,0,24,M,27,1565.039612239415,6,19.435266131502342,71.54295024827667,17,1,5,0,0,771,84.24952437274594,0
CUST000033,0,47,F,22,3666.3166908962903,9,27.17573185000464,164.19069877317474,19,1,13,3,0,759,94.20572770357217,0
CUST000034,0,27,F,55,1611.3141687615016,8,27.234034159197183,178.94623026613203,9,5,14,1,0,566,69.5119311916987,0
CUST000035,0,28,M,63,2327.84036435912,7,18.246460428336018,23.76299201669037,43,2,13,0,0,794,97.86329693270159,0
CUST000036,1,59,F,30,6069.385406878982,8,25.937326263119136,223.16679481300807,12,2,16,0,0,682,60.54119050140029,0
CUST000037,0,18,M,11,2372.947741541065,4,12.409217980418592,67.3724144925581,51,2,11,2,0,692,85.89083734697063,0
CUST000038,0,62,F,4,880.1910317043732,3,9.718711060073263,198.86765621252334,29,1,13,5,0,717,68.54675066720914,0
CUST000039,0,18,F,43,759.8531024701537,12,34.237147762984435,87.11548163620913,3,4,12,4,0,704,86.3520431193222,0
CUST000040,0,39,F,40,31.936319832465543,4,12.685308877169062,245.11581975989586,10,5,16,0,0,737,80.56324683821823,0
CUST000041,0,39,M,33,166.65566090585753,9,28.537088444896444,10.0,28,4,17,0,0,792,62.52131473641395,0
CUST000042,0,52,M,19,634.5448292124564,10,26.521619831076197,75.87431162130372,12,4,11,1,1,650,91.06877444193934,0
CUST000043,0,45,F,12,822.3804965890778,8,25.85462775409365,44.58656954031718,0,2,11,2,0,657,81.75543076261216,0
CUST000044,1,37,F,63,1255.9867609103292,11,33.439240131082435,112.9507223858577,21,2,11,0,0,601,87.1340825117368,0
CUST000045,0,56,F,9,906.8835796600835,6,18.003912573599806,10.0,1,2,14,4,0,560,83.3796438602994,1
CUST000046,1,65,M,12,1360.2587523024758,7,22.94940302593198,102.73906324773718,34,1,8,3,0,614,83.97739423648775,0
CUST000047,1,54,M,9,2403.2029921836274,6,16.64695048954402,13.829326883347207,3,1,14,0,3,609,75.61697365664361,0
CUST000048,0,67,F,53,663.5026168964489,8,26.376266787662903,446.1137148981725,13,3,12,0,0,704,51.95583652161398,0
CUST000049,0,46,M,78,11136.036829710723,9,28.959969953105777,10.0,8,3,14,2,0,743,56.81983054399902,1
CUST000050,1,53,M,39,119.9777210419323,9,26.6740637784225,27.06503214673835,1,3,12,0,0,650,82.04110403662472,0
CUST000051,1,29,M,39,5490.7149843956095,6,16.78246236838558,131.23368667448898,14,1,8,1,0,619,58.63658986415301,0
CUST000052,0,41,M,9,46.20515874952627,14,36.988358851934194,42.70137486370483,16,1,8,0,0,730,85.19464572350309,0
CUST000053,0,78,F,23,780.234490412519,9,28.933733365676723,46.216865291757266,1,2,10,3,0,627,95.95028597990898,0
CUST000054,0,18,F,21,1368.1391297360306,8,27.45970286119299,168.43422774990378,16,4,11,0,0,764,89.57794437356702,0
CUST000055,0,53,M,20,1212.8943901526188,5,13.319140408234045,18.127648907366773,6,2,11,2,1,735,86.42103896987912,0
CUST000056,0,44,F,46,1649.0152604567552,3,10.27661553202954,83.98259007998988,7,1,11,1,0,748,82.78341156956473,0
CUST000057,0,66,M,40,51474.82252697327,7,17.567180625280894,68.93747994260593,0,3,14,3,0,536,95.32210166749128,0
CUST000058,0,46,M,28,8492.0082316783,10,25.512773169172092,46.41050137465968,16,1,9,4,0,601,68.60166168768546,0
CUST000059,1,35,F,23,45906.84113865173,7,17.511490798248335,12.424907934515044,1,1,12,1,0,675,80.17528869682161,0
CUST000060,0,62,F,16,3562.562711410097,11,35.92757292856346,147.72283304599418,2,1,13,1,0,695,87.68638224246736,0
CUST000061,0,68,M,32,124.04577127547947,9,23.51352155934369,108.19641581069331,2,1,12,1,0,788,69.26767429581022,0
CUST000062,0,56,M,14,1150.797523912358,10,29.231142939458216,103.20443443338526,33,3,17,0,0,714,73.61160357938454,0
CUST000063,0,44,F,56,2158.5649563213638,7,22.925284534027874,28.166153265035607,5,4,16,0,0,712,32.690977967426,0
CUST000064,0,40,F,38,2701.5330620596374,8,23.135542707323516,396.4976186349388,40,1,11,3,0,727,71.70026279507091,1
CUST000065,0,45,M,30,194.01527604625858,9,23.764180726730007,63.30361397999821,5,3,12,1,0,736,82.23127320812456,0
CUST000066,1,38,F,13,42.435104126236816,9,24.320626862713638,136.15411130015121,90,2,7,2,0,631,95.61877008329078,0
CUST000067,0,73,M,17,1363.6495363474537,4,11.619162370648368,74.71836422119914,11,3,10,0,0,742,73.04322549933914,0
CUST000068,0,43,M,11,156.79935186322703,4,13.899699812944641,210.0226497421895,20,1,15,0,1,671,55.975596917310476,0
CUST000069,0,18,M,16,20350.26849834976,9,23.61632592985253,33.772878452265346,9,2,11,3,0,699,90.58077282868693,0
CUST000070,0,52,F,23,2727.130126266676,7,19.62552480265164,33.38943194442751,18,4,11,0,0,680,75.79056890127977,0
CUST000071,1,51,F,14,1039.1015136834492,10,34.05919936057405,182.69246249509146,32,1,15,2,1,850,65.19670346984282,0
CUST000072,0,55,F,38,2769.7471613573252,6,17.10236756446132,62.645454543770676,3,1,5,2,0,584,88.41761816331301,0
CUST000073,0,45,F,26,3809.107279023425,3,9.570909070395805,41.028866983258446,11,3,14,0,0,670,48.712460909397755,0
CUST000074,0,56,F,35,555.7896215691881,9,25.60973088240668,93.06830864853285,18,3,9,2,0,828,96.83424236579114,1
CUST000075,0,59,M,59,32.992337435368505,13,42.130618831154706,45.02020261701259,17,2,14,3,0,623,64.89163444289339,0
CUST000076,0,59,M,26,13279.15954048648,8,26.333616137994728,85.06524267463581,0,4,16,0,0,607,68.38736793286505,0
CUST000077,0,40,F,20,111.88488846323511,6,20.75986007309856,158.26474045600366,41,3,16,0,0,682,49.8597176826724,0
CUST000078,0,68,F,29,803.5607888487356,11,34.318550451404505,40.86177388558492,28,1,14,1,0,640,93.31331568656253,0
CUST000079,0,60,F,41,9505.568523061616,10,28.189584398303662,10.48515994112592,14,4,17,2,1,640,95.64506006392587,0
CUST000080,0,64,M,50,16065.391423561961,5,17.43338853258129,10.0,0,5,11,2,0,728,86.07314233519318,0
CUST000081,0,64,F,12,1038.5171589623362,8,25.531607749017105,46.45896090059218,19,4,11,3,0,771,73.15325002354662,0
CUST000082,1,42,F,21,3479.491356836712,7,21.841396967784572,40.02090969469604,4,5,18,0,0,609,69.03598266841557,0
CUST000083,0,38,F,22,177.51138789206712,3,7.906911162912132,483.71013225600825,22,2,14,0,0,714,89.24048606444453,0
CUST000084,0,18,M,53,860.139729844876,11,36.528461344977224,114.51768788841063,0,1,17,1,0,592,89.82494700658617,0
CUST000085,0,41,F,48,3884.6388965519577,6,18.362304400989885,25.7622335480017,23,2,12,0,0,757,95.01018346402044,0
CUST000086,0,25,M,27,404.30423190482543,8,26.316701927925568,126.17017329754307,25,2,8,0,0,722,46.75292735207106,0
CUST000087,0,63,F,31,589.7745378148333,8,21.448016699649386,69.36300804346503,0,4,9,1,0,664,87.89743562316751,0
CUST000088,0,50,M,38,21469.154591135513,6,16.79764556393848,205.45527220113647,17,2,5,1,0,645,71.59509757508593,0
CUST000089,0,48,F,26,425.26098710963186,6,20.39742675539779,70.50787271781432,16,3,16,1,0,810,77.85222027752727,0
CUST000090,1,46,M,33,12290.61096537935,12,39.46449905186735,71.6516303859552,5,1,13,0,0,798,82.92633770872342,0
CUST000091,0,20,F,44,1669.4791890534136,7,19.24348632816242,89.17874397725349,11,2,6,2,0,780,58.02155501327954,1
CUST000092,0,29,M,14,2927.8180200138618,5,16.21919853572978,31.6052408586662,76,4,13,1,0,673,70.44927412927493,0
CUST000093,0,58,M,19,4950.392014339632,12,31.002351413939202,13.746609281879694,40,4,9,0,0,558,90.03872126767935,0
CUST000094,1,73,M,17,583.9240052865689,10,30.62180062474802,12.685524002143799,15,2,13,0,0,649,84.39286364887089,0
CUST000095,0,20,F,58,526.2404619148632,5,15.832918621734386,26.243690170670458,0,3,15,1,0,850,59.36988516909394,0
CUST000096,0,39,F,24,3474.892882033736,5,14.285747430874778,282.80093745329407,0,1,15,2,0,587,88.75805730359673,0
CUST000097,0,32,M,17,7609.718411857239,5,13.734138018307881,67.29457069988496,2,4,15,0,0,718,44.339217244793794,0
CUST000098,0,47,M,65,238.87804553066883,9,23.17723583989961,10.0,16,1,10,3,0,705,63.9368705642603,0
CUST000099,0,45,F,40,2232.4224377626188,8,27.929056741458112,78.75921708024588,14,2,12,0,0,850,88.83806774037873,0
CUST000100,1,61,F,35,1221.505787846644,5,16.93553364083865,44.03153037528962,8,2,13,1,0,850,69.60306463213128,1
CUST000101,0,26,M,42,241.03184603288022,7,18.66990299019376,65.18077404272084,3,1,10,0,0,561,82.00390132277559,0
CUST000102,1,46,F,43,801.4603712069033,6,17.40071616033424,13.368754396425974,0,1,9,1,3,644,63.09866238589071,0
CUST000103,0,52,M,10,692.864223977904,10,28.86346387403804,50.94949708270859,18,4,18,0,0,700,78.93471121898307,0
CUST000104,1,32,F,39,441.96292112541016,6,15.54625502712167,10.0,0,3,12,1,0,551,88.97318534739026,0
CUST000105,0,58,F,35,12693.389040663611,3,9.327395815339418,119.1531994705507,5,2,13,0,0,756,50.80528723300256,0
CUST000106,0,59,M,3,1249.640662732163,9,25.473265926374516,38.37729415038885,52,1,13,2,0,850,90.59873718139434,0
CUST000107,0,63,M,43,322.61878325737325,10,25.836720152323917,124.1789990196752,0,2,12,0,0,617,84.97694471803212,0
CUST000108,0,62,M,12,9220.476899605062,6,18.37544857033048,28.073859738511544,3,2,9,0,3,530,93.0751136266863,0
CUST000109,1,57,M,17,3400.6383808089754,8,22.083510340829452,24.468798465216153,5,1,15,3,0,526,72.7989812497769,0
CUST000110,0,27,F,10,250.92601350217916,5,12.665328457776727,54.14566407859546,9,1,11,0,0,709,92.11419314009834,0
CUST000111,0,47,M,26,6562.7011671742575,10,26.566112229797085,533.8083839564755,3,4,16,0,1,533,58.91827362464295,0
CUST000112,1,19,M,24,10205.936064478567,18,46.896390224015576,43.26899093271514,11,4,11,0,0,743,73.9272319883431,0
CUST000113,0,38,F,62,12883.229305558172,10,28.813040962740395,135.70793535141823,7,4,11,1,0,685,71.5943711331161,0
CUST000114,1,48,M,8,321.9032578383675,8,23.600850146669494,18.046662724622482,1,5,12,0,2,624,86.98122551904348,0
CUST000115,0,62,F,14,206.61377130539358,5,13.316740436515012,53.34575363959811,38,4,11,2,0,784,62.88687266426106,0
CUST000116,0,62,F,33,2777.4936360849933,15,43.66521077136659,21.831569017412882,3,3,18,1,0,810,58.86187481431288,0
CUST000117,0,39,M,58,162.26399535878076,12,35.13054306293024,145.29195497185577,0,1,9,3,0,709,71.17766645947398,0
CUST000118,0,50,M,27,1142.894557467279,4,11.71477049221923,10.842178997098431,32,2,14,0,0,670,78.1571368084929,0
CUST000119,0,44,F,33,193.5484915639606,6,19.797517421440972,154.2986774739588,3,1,12,4,0,679,82.3712151852055,1
CUST000120,0,49,F,9,484.16975864235127,9,26.402903763127902,39.06529438758608,10,2,17,0,0,610,85.2199475906435,0
CUST000121,0,18,M,15,54778.989774465874,9,24.311008407649886,144.95819248133776,42,2,15,1,1,782,85.543711187762,0
CUST000122,0,42,M,54,414.615742286454,5,13.36450862064023,447.0708587263341,1,3,12,1,0,777,74.22189226438135,0
CUST000123,1,72,M,36,2152.8918400063276,9,28.763754395944183,80.2474930120961,6,2,11,1,0,608,65.61435953887175,0
CUST000124,1,51,F,25,452.3994475952028,7,21.381104650042772,97.44305794849508,4,2,9,0,0,698,82.8248870894066,0
CUST000125,0,39,F,12,1520.6981598260984,11,37.51676312928617,10.58083520658554,3,2,8,0,0,781,88.55335942438744,0
CUST000126,0,51,M,37,1153.8421881391916,8,26.209435973660717,10.0,2,4,11,0,0,702,58.61035695298773,0
CUST000127,0,34,F,23,2664.5854033568235,9,28.883665576161057,39.288679211045356,7,2,11,0,1,587,86.99065443445713,0
CUST000128,0,47,M,96,30361.484670523667,6,19.82404730503537,27.451026781025078,9,1,13,2,0,727,61.294095517349454,0
CUST000129,0,53,F,20,7370.420635984046,4,11.785955654210259,10.0,5,1,11,1,2,627,84.35335779737763,0
CUST000130,0,37,F,27,494.9369533559681,5,13.239449635669567,163.3148656217238,14,2,9,2,0,804,81.52580374595706,0
CUST000131,0,28,M,12,992.7501467688659,11,35.106454804951085,218.3323328291245,8,2,8,0,1,850,71.46761427417132,0
CUST000132,0,26,M,28,10928.211641661797,8,23.878859164061197,38.501291303481686,13,3,13,0,0,796,70.28676764277301,0
CUST000133,0,46,F,38,411.8774990018711,8,27.17721560655417,55.498543292139836,12,1,10,0,3,689,76.70407303850317,0
CUST000134,0,64,M,14,4684.146348982523,7,17.663134232968723,72.5069471611424,7,2,9,0,0,602,81.18085974257771,0
CUST000135,0,36,M,22,105.27269573626828,7,24.428448424263298,98.066625054516,3,2,18,5,1,563,60.10414166068131,0
CUST000136,0,45,M,74,4434.378919598631,12,31.489049794618793,36.45845553672939,10,1,7,1,0,705,74.56406353726504,0
CUST000137,0,38,M,48,1201.8856451711617,9,31.366575994208098,485.069328258492,3,2,14,0,0,794,93.26010319606264,1
CUST000138,0,38,M,16,11.318800184573496,10,34.83387993511344,178.15743377325222,20,4,11,0,0,820,86.78937783949378,0
CUST000139,0,28,M,18,985.6268536555901,5,16.926945957431954,56.63063488166724,33,1,12,2,0,850,65.67877594055102,0
CUST000140,0,29,F,44,2831.93879682957,5,13.825303416913126,51.12539504353972,61,2,13,2,0,621,63.51845726083286,0
CUST000141,0,46,M,4,475.4662310289468,8,21.226929794193488,56.93717950361171,70,2,13,0,0,507,85.02321319238239,0
CUST000142,0,40,M,31,23032.079667488164,14,39.19927592748232,41.888631301291156,7,4,17,0,0,681,86.6588560116021,0
CUST000143,1,43,F,20,8135.582979485712,8,21.590547390490965,45.36027418767406,93,4,9,1,0,747,94.08711923351903,0
CUST000144,0,54,F,31,21712.923763504987,11,29.65628101955025,84.8443732429587,17,2,14,0,0,739,83.88482616099498,0
CUST000145,1,52,F,13,30080.403572986725,7,18.174887106235268,79.85849007492993,31,4,13,0,1,789,57.4042822412243,0
CUST000146,0,29,M,21,369.9870093938889,9,24.60683905334551,31.839583452395477,0,4,19,1,1,805,79.53375858524431,1
CUST000147,1,33,M,29,2123.50192795848,9,26.20996004813239,21.756554588216588,23,1,12,1,3,712,88.17591346048219,0
CUST000148,0,42,F,5,49288.177805584506,9,25.972192717567804,21.116319415173738,11,3,12,3,0,649,88.12218215343923,0
CUST000149,1,18,M,31,1204.1288949118955,9,28.96795157457892,98.07351454594557,47,3,11,0,2,718,94.03128539791035,1
CUST000150,0,62,F,47,4504.97926546098,8,21.211403372413272,72.94585058347634,8,3,12,1,0,758,63.012124178424365,0
CUST000151,0,58,F,9,104843.8077741191,10,31.758868471910215,62.90774492050729,13,1,11,0,0,735,88.05582436184474,0
CUST000152,0,60,F,22,112.17061012990963,6,15.132274186220702,126.73050120378032,2,2,13,0,0,707,49.793202042751524,0
CUST000153,0,40,M,47,3866.940511832961,9,22.555210193750295,248.4305152477906,28,4,9,1,0,632,84.90843604930011,0
CUST000154,0,60,M,46,114096.40899087705,10,32.87315784043408,10.0,0,1,10,0,0,707,78.2728891101381,0
CUST000155,0,52,F,13,2574.4263483249624,7,24.170099547576704,35.488770538939086,4,4,16,0,2,840,57.9641098788226,0
CUST000156,0,85,M,78,317.3182593220536,8,20.097829445984264,38.82499149144885,0,2,12,2,2,786,85.25642948830333,0
CUST000157,1,52,M,28,3149.711403670135,8,22.999500964780196,64.21000810875219,1,1,7,0,0,751,33.2010002152729,0
CUST000158,0,51,F,15,155.01495558821898,3,9.129689348250844,134.5043916890516,5,3,11,0,2,780,71.26625284404322,0
CUST000159,0,39,M,43,771.2057149384485,6,18.256465523283328,63.12677809444902,7,1,15,2,1,642,79.9129920358685,0
CUST000160,0,49,F,52,16330.322114992998,12,37.41519586495145,11.52267508165508,1,2,11,2,2,773,73.53058700879977,0
CUST000161,0,24,F,15,180.78148427335316,5,16.664491261466637,78.91989157923831,24,3,10,3,2,717,82.18552580957545,1
CUST000162,0,36,F,19,1017.3968770221543,4,10.121826902688802,12.880193391579418,28,1,10,1,0,582,40.83526700921395,0
CUST000163,0,19,M,24,4443.44829225901,9,23.642556435000582,80.04963990001637,16,3,19,3,0,740,70.98601774955881,0
CUST000164,1,64,M,7,33423.748696411254,7,23.301489922905105,20.763345209564413,24,3,11,0,0,770,64.99978483168238,0
CUST000165,0,36,M,34,1611.3213682618566,12,39.89656690309176,10.0,0,2,15,3,0,692,93.10944971133077,1
CUST000166,0,30,M,33,4508.738278619412,4,12.739349239339024,70.5133291845321,53,3,13,1,0,579,42.952466883679115,0
CUST000167,0,50,M,18,3476.1068780324445,6,19.58440514443588,40.01822860465833,1,1,8,0,0,723,96.09632295691635,0
CUST000168,0,25,F,32,14925.072104162336,6,18.059653189225536,55.52718096193101,40,2,11,3,1,571,85.86385857921906,0
CUST000169,0,27,F,21,77.99167455383194,15,47.63523125315871,57.176328477470044,7,3,8,0,0,831,67.57213844863443,0
CUST000170,0,65,F,11,373.2469767248175,9,30.323310381551256,11.040404694062238,5,2,14,1,0,654,44.993697239742,0
CUST000171,0,48,M,31,861.8802279363094,8,25.038720186718958,39.45888402414436,32,1,10,0,0,654,68.72057953075613,0
CUST000172,0,30,F,30,49366.51664553248,10,31.47137782910797,11.228146750036274,41,4,19,1,0,704,57.08136801447912,0
CUST000173,1,56,M,24,256.63719880445205,11,33.875803049139016,115.46369973984199,13,3,13,1,0,621,71.96989690685824,0
CUST000174,0,42,F,13,38.68050468869569,7,19.91836638426875,22.767812126829504,4,2,12,3,0,784,66.15169715892138,0
CUST000175,0,25,M,15,4588.251457073333,6,19.573570484719504,16.069003333175413,13,2,9,1,1,656,72.47710695734399,0
CUST000176,0,54,F,42,76.19053089539797,12,39.77014662737721,60.70769011578448,19,3,16,5,0,731,88.35167589739366,1
CUST000177,0,23,M,55,769.0372992033817,10,28.81794449467683,67.3577270639469,8,5,7,0,0,657,94.05486437938349,0
CUST000178,0,24,F,19,46640.84012892705,8,21.951500520921517,89.70279478589721,82,1,7,0,0,695,98.42951868324818,0
CUST000179,0,42,M,18,204.70622163534276,7,22.911466800085005,43.02509250031879,4,2,12,0,2,768,75.57219080272827,0
CUST000180,0,26,F,27,1201.071426161236,9,23.77897521042272,12.847803489095137,11,1,20,0,0,614,46.822807003574226,1
CUST000181,1,37,M,41,10524.83661615746,10,27.975715954571207,88.27061964953131,6,3,9,1,1,667,50.127222877621726,0
CUST000182,0,42,M,51,5067.811107847275,9,31.163808550771915,47.1142324924686,3,2,11,2,0,802,98.69965145380507,0
CUST000183,0,41,M,21,2518.5379448117023,7,23.946550302361842,36.159291323710356,22,3,12,5,0,693,93.08737908151367,1
CUST000184,1,40,M,20,92044.72991794306,7,20.337059504626588,15.320254672568968,9,4,11,1,2,579,65.6988318056577,0
CUST000185,0,63,M,26,774.4767828133141,9,31.472128302062355,104.26721066729652,0,2,12,2,0,850,78.23725680412727,0
CUST000186,0,66,M,19,73.55123669142709,5,14.662184068032701,140.08868557581778,25,1,9,0,0,730,70.20267037067147,0
CUST000187,0,42,F,16,1182.3503526408101,7,23.847446172048357,17.553806697797512,0,3,7,0,0,701,82.68856870446432,0
CUST000188,0,51,M,38,1170.0984974415458,7,23.40178646348992,94.06855123972088,4,4,16,2,0,734,86.29956735345138,0
CUST000189,1,25,M,11,27.26392869987865,4,13.78253109482385,11.548008483781068,17,1,14,5,0,773,85.03562418974451,0
CUST000190,1,48,F,22,314.9222233189753,5,17.273223391510577,42.510064672822956,1,4,7,1,0,717,96.83485460177869,0
CUST000191,0,43,F,30,928.9413047912867,16,46.82246021297319,45.00748146689432,17,2,13,5,0,709,58.86963766135528,0
CUST000192,0,28,F,9,206.00192195251537,7,21.410689535698996,223.33727492503635,0,1,15,1,0,662,80.18475061364143,0
CUST000193,0,31,M,35,4065.675043122142,6,20.1360802171833,82.6434968874235,5,3,8,2,0,640,75.18285056747371,0
CUST000194,0,59,M,21,382.08204145291126,6,18.3689616176824,60.42438426654272,2,1,14,0,0,831,45.10391759591788,0
CUST000195,0,28,M,51,397.5026431866798,3,10.070848651566928,32.12745918373138,7,2,12,0,0,684,92.1352093484331,0
CUST000196,0,41,M,24,79.28214294090907,10,26.5501832696704,81.59983615146665,1,3,17,0,0,703,84.49757489218521,0
CUST000197,1,40,F,43,5462.057088167708,6,17.289248085505534,79.46899672406637,25,2,13,0,0,674,71.27676908099676,0
CUST000198,0,50,F,39,12279.229282516255,7,18.36427785256498,92.11575632249634,11,1,12,1,3,665,54.123753408643594,0
CUST000199,0,48,F,11,950.5427272908795,7,21.879974737546252,103.31256413993736,7,2,12,0,0,604,85.85612331643205,0
CUST000200,0,30,M,12,2048.492614239723,6,19.448158644638806,25.995081882722236,11,1,14,1,0,754,59.08468009142215,0
CUST000201,0,49,M,36,167.9756733976655,9,25.997751913429454,23.099318824506778,0,1,9,1,0,562,79.67221187537446,0
CUST000202,0,48,M,56,11458.754390614391,6,15.826835616087218,64.54991066177485,0,5,10,0,0,635,88.35696427860759,0
CUST000203,0,53,M,22,1132.8906323749654,7,21.520499187742512,18.61857827173688,23,2,9,0,0,722,79.51322258742671,0
CUST000204,0,58,F,12,1027.3014376942572,3,10.486432548230638,44.73398695232679,12,4,7,0,0,824,91.91315653341795,0
CUST000205,1,74,F,43,3680.3154906387963,6,17.705320095840992,76.87186320315183,16,1,14,2,3,654,71.90855114568913,0
CUST000206,0,58,M,26,76.25982222456366,5,12.635227718186247,10.016249631356168,7,1,14,0,0,638,71.74705485897547,0
CUST000207,0,18,F,83,268.7516488900228,8,26.21549164758478,19.356842500356294,7,5,11,0,0,820,67.16927331525757,0
CUST000208,1,43,F,28,30151.798404348185,2,5.960238119037022,49.80153758535854,10,2,11,0,0,804,89.60835269750174,0
CUST000209,0,68,M,14,13464.228267277278,3,9.73029973034953,38.93056694679537,70,2,16,1,0,765,94.26691369519294,0
CUST000210,0,57,F,33,804.0043765872197,6,17.33502312187441,37.6192446140859,15,1,12,0,1,663,80.89130527684668,0
CUST000211,1,51,M,23,3887.041856384445,8,24.54028688279865,10.0,20,1,13,0,0,570,76.11457329183834,0
CUST000212,1,37,F,31,246.02053371118518,9,26.902452637511754,17.242278582358704,35,2,10,0,0,633,70.26823531197067,0
CUST000213,0,18,F,20,923.821420318583,10,33.30726416995206,470.369826051295,5,2,13,3,2,763,83.49488638866762,0
CUST000214,1,41,M,17,1121.8189529743058,10,32.50029298898287,44.7212771987775,31,1,15,0,0,692,85.82468992641296,0
CUST000215,0,48,M,10,7818.236762733808,10,28.183151883349133,45.64179587133504,6,4,7,0,0,641,25.976851651350742,0
CUST000216,0,65,M,25,1842.304545170448,9,25.551259654341077,141.60957497422334,4,2,12,0,0,524,59.20718021378287,1
CUST000217,1,71,F,11,190.27944681961108,5,17.08161371889927,46.06152232635379,9,3,9,1,0,716,83.9726013593374,0
CUST000218,0,38,F,56,97.7558395601645,10,25.510220961451225,238.88770729666092,0,1,9,2,1,838,59.1146151489049,0
CUST000219,0,56,M,9,33532.27460925446,6,19.430275834519314,44.65767922374586,0,1,9,0,0,599,82.71890185065809,0
CUST000220,0,66,M,56,26099.745639808276,9,29.89763922458614,20.32735360233337,8,3,13,0,0,584,86.94275640469445,0
CUST000221,0,37,F,41,336.972078030628,7,21.460122957477985,266.69657256745023,111,1,10,2,0,595,86.23431531627172,0
